timestamp,city,road_type,hour_of_day,day_of_week,vehicle_count,traffic_density,average_speed,congestion_level
2024-01-01 02:00:00,Nagpur,highway,2,Monday,98,3.27,102.2,low
2024-01-01 02:00:00,Nagpur,arterial,2,Monday,95,4.75,60.7,low
2024-01-01 02:00:00,Nagpur,commercial,2,Monday,69,5.75,35.9,low
2024-01-01 02:00:00,Nagpur,residential,2,Monday,23,2.88,50.0,low
2024-01-01 02:00:00,Nashik,highway,2,Monday,122,4.07,98.3,low
2024-01-01 02:00:00,Nashik,arterial,2,Monday,125,6.25,56.6,low
2024-01-01 02:00:00,Nashik,commercial,2,Monday,81,6.75,40.0,low
2024-01-01 02:00:00,Nashik,residential,2,Monday,22,2.75,48.0,low
2024-01-01 02:00:00,Pune,highway,2,Monday,155,5.17,98.6,low
2024-01-01 02:00:00,Pune,arterial,2,Monday,120,6.0,59.6,low
2024-01-01 02:00:00,Pune,commercial,2,Monday,86,7.17,38.8,low
2024-01-01 02:00:00,Pune,residential,2,Monday,31,3.88,50.0,low
2024-01-01 02:00:00,Thane,highway,2,Monday,114,3.8,99.7,low
2024-01-01 02:00:00,Thane,arterial,2,Monday,117,5.85,57.1,low
2024-01-01 02:00:00,Thane,commercial,2,Monday,77,6.42,40.0,low
2024-01-01 02:00:00,Thane,residential,2,Monday,22,2.75,49.5,low
2024-01-01 03:00:00,Aurangabad,highway,3,Monday,80,2.67,102.2,low
2024-01-01 03:00:00,Aurangabad,arterial,3,Monday,67,3.35,58.1,low
2024-01-01 03:00:00,Aurangabad,commercial,3,Monday,58,4.83,39.1,low
2024-01-01 03:00:00,Aurangabad,residential,3,Monday,16,2.0,50.0,low
2024-01-01 03:00:00,Mumbai,highway,3,Monday,83,2.77,101.3,low
2024-01-01 03:00:00,Mumbai,arterial,3,Monday,85,4.25,58.9,low
2024-01-01 03:00:00,Mumbai,commercial,3,Monday,68,5.67,39.2,low
2024-01-01 03:00:00,Mumbai,residential,3,Monday,17,2.12,50.0,low
2024-01-01 03:00:00,Nagpur,highway,3,Monday,70,2.33,102.2,low
2024-01-01 03:00:00,Nagpur,arterial,3,Monday,86,4.3,58.6,low
2024-01-01 03:00:00,Nagpur,commercial,3,Monday,60,5.0,39.3,low
2024-01-01 03:00:00,Nagpur,residential,3,Monday,18,2.25,50.0,low
2024-01-01 03:00:00,Nashik,highway,3,Monday,88,2.93,99.2,low
2024-01-01 03:00:00,Nashik,arterial,3,Monday,80,4.0,58.8,low
2024-01-01 03:00:00,Nashik,commercial,3,Monday,61,5.08,39.2,low
2024-01-01 03:00:00,Nashik,residential,3,Monday,20,2.5,50.0,low
2024-01-01 03:00:00,Pune,highway,3,Monday,123,4.1,102.2,low
2024-01-01 03:00:00,Pune,arterial,3,Monday,111,5.55,62.2,low
2024-01-01 03:00:00,Pune,commercial,3,Monday,82,6.83,36.2,low
2024-01-01 03:00:00,Pune,residential,3,Monday,25,3.12,50.0,low
2024-01-01 03:00:00,Thane,highway,3,Monday,97,3.23,102.0,low
2024-01-01 03:00:00,Thane,arterial,3,Monday,91,4.55,60.0,low
2024-01-01 03:00:00,Thane,commercial,3,Monday,55,4.58,35.6,low
2024-01-01 03:00:00,Thane,residential,3,Monday,20,2.5,50.0,low
2024-01-01 04:00:00,Aurangabad,highway,4,Monday,120,4.0,97.7,low
2024-01-01 04:00:00,Aurangabad,arterial,4,Monday,117,5.85,60.3,low
2024-01-01 04:00:00,Aurangabad,commercial,4,Monday,75,6.25,38.4,low
2024-01-01 04:00:00,Aurangabad,residential,4,Monday,24,3.0,46.8,low
2024-01-01 04:00:00,Mumbai,highway,4,Monday,139,4.63,101.0,low
2024-01-01 04:00:00,Mumbai,arterial,4,Monday,137,6.85,61.2,low
2024-01-01 04:00:00,Mumbai,commercial,4,Monday,75,6.25,36.2,low
2024-01-01 04:00:00,Mumbai,residential,4,Monday,31,3.88,49.9,low
2024-01-01 04:00:00,Nagpur,highway,4,Monday,123,4.1,102.2,low
2024-01-01 04:00:00,Nagpur,arterial,4,Monday,122,6.1,61.7,low
2024-01-01 04:00:00,Nagpur,commercial,4,Monday,91,7.58,39.0,low
2024-01-01 04:00:00,Nagpur,residential,4,Monday,24,3.0,50.0,low
2024-01-01 04:00:00,Nashik,highway,4,Monday,125,4.17,99.6,low
2024-01-01 04:00:00,Nashik,arterial,4,Monday,125,6.25,59.6,low
2024-01-01 04:00:00,Nashik,commercial,4,Monday,114,9.5,33.4,low
2024-01-01 04:00:00,Nashik,residential,4,Monday,31,3.88,45.6,low
2024-01-01 04:00:00,Pune,highway,4,Monday,175,5.83,101.5,low
2024-01-01 04:00:00,Pune,arterial,4,Monday,172,8.6,56.2,low
2024-01-01 04:00:00,Pune,commercial,4,Monday,108,9.0,38.7,low
2024-01-01 04:00:00,Pune,residential,4,Monday,39,4.88,49.0,low
2024-01-01 04:00:00,Thane,highway,4,Monday,149,4.97,98.4,low
2024-01-01 04:00:00,Thane,arterial,4,Monday,158,7.9,59.9,low
2024-01-01 04:00:00,Thane,commercial,4,Monday,72,6.0,38.6,low
2024-01-01 04:00:00,Thane,residential,4,Monday,29,3.62,50.0,low
2024-01-01 05:00:00,Aurangabad,highway,5,Monday,234,7.8,98.1,low
2024-01-01 05:00:00,Aurangabad,arterial,5,Monday,263,13.15,58.0,low
2024-01-01 05:00:00,Aurangabad,commercial,5,Monday,158,13.17,35.4,low
2024-01-01 05:00:00,Aurangabad,residential,5,Monday,51,6.38,46.8,low
2024-01-01 05:00:00,Mumbai,highway,5,Monday,344,11.47,97.3,low
2024-01-01 05:00:00,Mumbai,arterial,5,Monday,234,11.7,58.8,low
2024-01-01 05:00:00,Mumbai,commercial,5,Monday,228,19.0,36.4,low
2024-01-01 05:00:00,Mumbai,residential,5,Monday,55,6.88,47.0,low
2024-01-01 05:00:00,Nagpur,highway,5,Monday,286,9.53,96.0,low
2024-01-01 05:00:00,Nagpur,arterial,5,Monday,263,13.15,57.8,low
2024-01-01 05:00:00,Nagpur,commercial,5,Monday,163,13.58,35.8,low
2024-01-01 05:00:00,Nagpur,residential,5,Monday,36,4.5,46.6,low
2024-01-01 05:00:00,Nashik,highway,5,Monday,287,9.57,94.9,low
2024-01-01 05:00:00,Nashik,arterial,5,Monday,332,16.6,51.9,low
2024-01-01 05:00:00,Nashik,commercial,5,Monday,192,16.0,35.5,low
2024-01-01 05:00:00,Nashik,residential,5,Monday,73,9.12,44.4,low
2024-01-01 05:00:00,Pune,highway,5,Monday,446,14.87,94.8,low
2024-01-01 05:00:00,Pune,arterial,5,Monday,335,16.75,55.6,low
2024-01-01 05:00:00,Pune,commercial,5,Monday,257,21.42,32.4,low
2024-01-01 05:00:00,Pune,residential,5,Monday,92,11.5,45.8,low
2024-01-01 05:00:00,Thane,highway,5,Monday,326,10.87,98.1,low
2024-01-01 05:00:00,Thane,arterial,5,Monday,327,16.35,52.4,low
2024-01-01 05:00:00,Thane,commercial,5,Monday,239,19.92,30.1,low
2024-01-01 05:00:00,Thane,residential,5,Monday,67,8.38,48.7,low
2024-01-01 06:00:00,Aurangabad,highway,6,Monday,604,20.13,90.9,low
2024-01-01 06:00:00,Aurangabad,arterial,6,Monday,567,28.35,48.5,low
2024-01-01 06:00:00,Aurangabad,commercial,6,Monday,391,32.58,31.9,low
2024-01-01 06:00:00,Aurangabad,residential,6,Monday,128,16.0,43.8,low
2024-01-01 06:00:00,Mumbai,highway,6,Monday,736,24.53,90.5,low
2024-01-01 06:00:00,Mumbai,arterial,6,Monday,670,33.5,48.4,low
2024-01-01 06:00:00,Mumbai,commercial,6,Monday,398,33.17,28.9,low
2024-01-01 06:00:00,Mumbai,residential,6,Monday,162,20.25,45.1,low
2024-01-01 06:00:00,Nagpur,highway,6,Monday,586,19.53,92.7,low
2024-01-01 06:00:00,Nagpur,arterial,6,Monday,655,32.75,46.3,low
2024-01-01 06:00:00,Nagpur,commercial,6,Monday,439,36.58,28.6,low
2024-01-01 06:00:00,Nagpur,residential,6,Monday,122,15.25,47.6,low
2024-01-01 06:00:00,Nashik,highway,6,Monday,737,24.57,91.5,low
2024-01-01 06:00:00,Nashik,arterial,6,Monday,746,37.3,45.5,low
2024-01-01 06:00:00,Nashik,commercial,6,Monday,495,41.25,27.0,medium
2024-01-01 06:00:00,Nashik,residential,6,Monday,153,19.12,44.0,low
2024-01-01 06:00:00,Pune,highway,6,Monday,930,31.0,87.9,low
2024-01-01 06:00:00,Pune,arterial,6,Monday,787,39.35,48.7,low
2024-01-01 06:00:00,Pune,commercial,6,Monday,523,43.58,24.5,medium
2024-01-01 06:00:00,Pune,residential,6,Monday,235,29.38,42.8,low
2024-01-01 06:00:00,Thane,highway,6,Monday,791,26.37,90.3,low
2024-01-01 06:00:00,Thane,arterial,6,Monday,652,32.6,45.7,low
2024-01-01 06:00:00,Thane,commercial,6,Monday,459,38.25,27.2,low
2024-01-01 06:00:00,Thane,residential,6,Monday,173,21.62,43.2,low
2024-01-01 07:00:00,Aurangabad,highway,7,Monday,1223,40.77,81.2,medium
2024-01-01 07:00:00,Aurangabad,arterial,7,Monday,1368,68.4,30.3,medium
2024-01-01 07:00:00,Aurangabad,commercial,7,Monday,865,72.08,18.9,high
2024-01-01 07:00:00,Aurangabad,residential,7,Monday,287,35.88,38.2,low
2024-01-01 07:00:00,Mumbai,highway,7,Monday,1458,48.6,78.4,medium
2024-01-01 07:00:00,Mumbai,arterial,7,Monday,1202,60.1,32.3,medium
2024-01-01 07:00:00,Mumbai,commercial,7,Monday,915,76.25,16.7,high
2024-01-01 07:00:00,Mumbai,residential,7,Monday,352,44.0,39.8,medium
2024-01-01 07:00:00,Nagpur,highway,7,Monday,1445,48.17,77.8,medium
2024-01-01 07:00:00,Nagpur,arterial,7,Monday,1315,65.75,30.6,medium
2024-01-01 07:00:00,Nagpur,commercial,7,Monday,942,78.5,15.9,high
2024-01-01 07:00:00,Nagpur,residential,7,Monday,292,36.5,37.4,low
2024-01-01 07:00:00,Nashik,highway,7,Monday,1623,54.1,78.2,medium
2024-01-01 07:00:00,Nashik,arterial,7,Monday,1481,74.05,29.7,high
2024-01-01 07:00:00,Nashik,commercial,7,Monday,1124,93.67,11.1,high
2024-01-01 07:00:00,Nashik,residential,7,Monday,344,43.0,37.1,medium
2024-01-01 07:00:00,Pune,highway,7,Monday,2110,70.33,65.5,high
2024-01-01 07:00:00,Pune,arterial,7,Monday,1950,97.5,25.0,high
2024-01-01 07:00:00,Pune,commercial,7,Monday,1509,100.0,11.9,high
2024-01-01 07:00:00,Pune,residential,7,Monday,581,72.62,26.7,high
2024-01-01 07:00:00,Thane,highway,7,Monday,1835,61.17,72.0,medium
2024-01-01 07:00:00,Thane,arterial,7,Monday,1804,90.2,25.0,high
2024-01-01 07:00:00,Thane,commercial,7,Monday,946,78.83,15.2,high
2024-01-01 07:00:00,Thane,residential,7,Monday,281,35.12,38.4,low
2024-01-01 08:00:00,Aurangabad,highway,8,Monday,1667,55.57,74.7,medium
2024-01-01 08:00:00,Aurangabad,arterial,8,Monday,1838,91.9,25.0,high
2024-01-01 08:00:00,Aurangabad,commercial,8,Monday,1396,100.0,10.0,high
2024-01-01 08:00:00,Aurangabad,residential,8,Monday,345,43.12,38.0,medium
2024-01-01 08:00:00,Mumbai,highway,8,Monday,1797,59.9,75.9,medium
2024-01-01 08:00:00,Mumbai,arterial,8,Monday,2126,100.0,25.0,high
2024-01-01 08:00:00,Mumbai,commercial,8,Monday,1105,92.08,15.1,high
2024-01-01 08:00:00,Mumbai,residential,8,Monday,456,57.0,35.4,medium
2024-01-01 08:00:00,Nagpur,highway,8,Monday,1514,50.47,75.8,medium
2024-01-01 08:00:00,Nagpur,arterial,8,Monday,1784,89.2,25.0,high
2024-01-01 08:00:00,Nagpur,commercial,8,Monday,1220,100.0,11.2,high
2024-01-01 08:00:00,Nagpur,residential,8,Monday,341,42.62,36.9,medium
2024-01-01 08:00:00,Nashik,highway,8,Monday,2113,70.43,68.0,high
2024-01-01 08:00:00,Nashik,arterial,8,Monday,2169,100.0,25.0,high
2024-01-01 08:00:00,Nashik,commercial,8,Monday,1204,100.0,12.6,high
2024-01-01 08:00:00,Nashik,residential,8,Monday,470,58.75,30.9,medium
2024-01-01 08:00:00,Pune,highway,8,Monday,3266,100.0,60.0,high
2024-01-01 08:00:00,Pune,arterial,8,Monday,2942,100.0,25.0,high
2024-01-01 08:00:00,Pune,commercial,8,Monday,2151,100.0,13.5,high
2024-01-01 08:00:00,Pune,residential,8,Monday,631,78.88,28.3,high
2024-01-01 08:00:00,Thane,highway,8,Monday,2431,81.03,64.4,high
2024-01-01 08:00:00,Thane,arterial,8,Monday,1809,90.45,25.0,high
2024-01-01 08:00:00,Thane,commercial,8,Monday,1546,100.0,10.0,high
2024-01-01 08:00:00,Thane,residential,8,Monday,426,53.25,29.9,medium
2024-01-01 09:00:00,Aurangabad,highway,9,Monday,1660,55.33,76.0,medium
2024-01-01 09:00:00,Aurangabad,arterial,9,Monday,1933,96.65,25.0,high
2024-01-01 09:00:00,Aurangabad,commercial,9,Monday,1402,100.0,10.0,high
2024-01-01 09:00:00,Aurangabad,residential,9,Monday,298,37.25,38.7,low
2024-01-01 09:00:00,Mumbai,highway,9,Monday,2033,67.77,68.2,medium
2024-01-01 09:00:00,Mumbai,arterial,9,Monday,1426,71.3,29.9,high
2024-01-01 09:00:00,Mumbai,commercial,9,Monday,1096,91.33,13.9,high
2024-01-01 09:00:00,Mumbai,residential,9,Monday,453,56.62,31.1,medium
2024-01-01 09:00:00,Nagpur,highway,9,Monday,1616,53.87,73.1,medium
2024-01-01 09:00:00,Nagpur,arterial,9,Monday,1675,83.75,26.4,high
2024-01-01 09:00:00,Nagpur,commercial,9,Monday,1089,90.75,13.8,high
2024-01-01 09:00:00,Nagpur,residential,9,Monday,342,42.75,35.6,medium
2024-01-01 09:00:00,Nashik,highway,9,Monday,1953,65.1,67.6,medium
2024-01-01 09:00:00,Nashik,arterial,9,Monday,1809,90.45,25.0,high
2024-01-01 09:00:00,Nashik,commercial,9,Monday,1610,100.0,10.1,high
2024-01-01 09:00:00,Nashik,residential,9,Monday,400,50.0,35.4,medium
2024-01-01 09:00:00,Pune,highway,9,Monday,2643,88.1,60.0,high
2024-01-01 09:00:00,Pune,arterial,9,Monday,2641,100.0,25.0,high
2024-01-01 09:00:00,Pune,commercial,9,Monday,1597,100.0,10.0,high
2024-01-01 09:00:00,Pune,residential,9,Monday,595,74.38,23.1,high
2024-01-01 09:00:00,Thane,highway,9,Monday,1832,61.07,74.4,medium
2024-01-01 09:00:00,Thane,arterial,9,Monday,2205,100.0,25.0,high
2024-01-01 09:00:00,Thane,commercial,9,Monday,1398,100.0,10.6,high
2024-01-01 09:00:00,Thane,residential,9,Monday,597,74.62,29.9,high
2024-01-01 10:00:00,Aurangabad,highway,10,Monday,1200,40.0,80.3,medium
2024-01-01 10:00:00,Aurangabad,arterial,10,Monday,1005,50.25,40.0,medium
2024-01-01 10:00:00,Aurangabad,commercial,10,Monday,794,66.17,17.3,medium
2024-01-01 10:00:00,Aurangabad,residential,10,Monday,239,29.88,38.9,low
2024-01-01 10:00:00,Mumbai,highway,10,Monday,1631,54.37,76.8,medium
2024-01-01 10:00:00,Mumbai,arterial,10,Monday,1280,64.0,36.4,medium
2024-01-01 10:00:00,Mumbai,commercial,10,Monday,905,75.42,15.7,high
2024-01-01 10:00:00,Mumbai,residential,10,Monday,358,44.75,37.7,medium
2024-01-01 10:00:00,Nagpur,highway,10,Monday,1088,36.27,83.7,low
2024-01-01 10:00:00,Nagpur,arterial,10,Monday,1096,54.8,34.8,medium
2024-01-01 10:00:00,Nagpur,commercial,10,Monday,940,78.33,20.3,high
2024-01-01 10:00:00,Nagpur,residential,10,Monday,221,27.62,42.8,low
2024-01-01 10:00:00,Nashik,highway,10,Monday,1315,43.83,79.3,medium
2024-01-01 10:00:00,Nashik,arterial,10,Monday,1284,64.2,31.6,medium
2024-01-01 10:00:00,Nashik,commercial,10,Monday,963,80.25,14.3,high
2024-01-01 10:00:00,Nashik,residential,10,Monday,315,39.38,38.1,low
2024-01-01 10:00:00,Pune,highway,10,Monday,1859,61.97,69.4,medium
2024-01-01 10:00:00,Pune,arterial,10,Monday,1671,83.55,26.1,high
2024-01-01 10:00:00,Pune,commercial,10,Monday,1262,100.0,10.0,high
2024-01-01 10:00:00,Pune,residential,10,Monday,440,55.0,35.0,medium
2024-01-01 10:00:00,Thane,highway,10,Monday,1282,42.73,81.9,medium
2024-01-01 10:00:00,Thane,arterial,10,Monday,1260,63.0,35.0,medium
2024-01-01 10:00:00,Thane,commercial,10,Monday,870,72.5,14.6,high
2024-01-01 10:00:00,Thane,residential,10,Monday,272,34.0,39.9,low
2024-01-01 11:00:00,Aurangabad,highway,11,Monday,1106,36.87,82.0,low
2024-01-01 11:00:00,Aurangabad,arterial,11,Monday,1130,56.5,33.5,medium
2024-01-01 11:00:00,Aurangabad,commercial,11,Monday,757,63.08,18.7,medium
2024-01-01 11:00:00,Aurangabad,residential,11,Monday,212,26.5,42.1,low
2024-01-01 11:00:00,Mumbai,highway,11,Monday,1131,37.7,82.6,low
2024-01-01 11:00:00,Mumbai,arterial,11,Monday,1251,62.55,32.9,medium
2024-01-01 11:00:00,Mumbai,commercial,11,Monday,864,72.0,16.1,high
2024-01-01 11:00:00,Mumbai,residential,11,Monday,291,36.38,42.0,low
2024-01-01 11:00:00,Nagpur,highway,11,Monday,810,27.0,87.1,low
2024-01-01 11:00:00,Nagpur,arterial,11,Monday,1127,56.35,36.4,medium
2024-01-01 11:00:00,Nagpur,commercial,11,Monday,792,66.0,19.0,medium
2024-01-01 11:00:00,Nagpur,residential,11,Monday,230,28.75,41.1,low
2024-01-01 11:00:00,Nashik,highway,11,Monday,1394,46.47,79.5,medium
2024-01-01 11:00:00,Nashik,arterial,11,Monday,1251,62.55,33.2,medium
2024-01-01 11:00:00,Nashik,commercial,11,Monday,809,67.42,18.9,medium
2024-01-01 11:00:00,Nashik,residential,11,Monday,282,35.25,38.6,low
2024-01-01 11:00:00,Pune,highway,11,Monday,1739,57.97,77.4,medium
2024-01-01 11:00:00,Pune,arterial,11,Monday,1710,85.5,25.0,high
2024-01-01 11:00:00,Pune,commercial,11,Monday,1194,99.5,10.0,high
2024-01-01 11:00:00,Pune,residential,11,Monday,308,38.5,36.4,low
2024-01-01 11:00:00,Thane,highway,11,Monday,1109,36.97,83.0,low
2024-01-01 11:00:00,Thane,arterial,11,Monday,1199,59.95,38.6,medium
2024-01-01 11:00:00,Thane,commercial,11,Monday,863,71.92,18.0,high
2024-01-01 11:00:00,Thane,residential,11,Monday,313,39.12,33.8,low
2024-01-01 12:00:00,Aurangabad,highway,12,Monday,1304,43.47,82.0,medium
2024-01-01 12:00:00,Aurangabad,arterial,12,Monday,1070,53.5,40.4,medium
2024-01-01 12:00:00,Aurangabad,commercial,12,Monday,931,77.58,15.9,high
2024-01-01 12:00:00,Aurangabad,residential,12,Monday,285,35.62,43.9,low
2024-01-01 12:00:00,Mumbai,highway,12,Monday,1489,49.63,77.9,medium
2024-01-01 12:00:00,Mumbai,arterial,12,Monday,1281,64.05,31.7,medium
2024-01-01 12:00:00,Mumbai,commercial,12,Monday,1020,85.0,12.8,high
2024-01-01 12:00:00,Mumbai,residential,12,Monday,328,41.0,36.7,medium
2024-01-01 12:00:00,Nagpur,highway,12,Monday,1333,44.43,80.7,medium
2024-01-01 12:00:00,Nagpur,arterial,12,Monday,1390,69.5,29.9,medium
2024-01-01 12:00:00,Nagpur,commercial,12,Monday,878,73.17,16.1,high
2024-01-01 12:00:00,Nagpur,residential,12,Monday,258,32.25,41.1,low
2024-01-01 12:00:00,Nashik,highway,12,Monday,1586,52.87,73.9,medium
2024-01-01 12:00:00,Nashik,arterial,12,Monday,1555,77.75,29.9,high
2024-01-01 12:00:00,Nashik,commercial,12,Monday,1047,87.25,17.6,high
2024-01-01 12:00:00,Nashik,residential,12,Monday,296,37.0,36.4,low
2024-01-01 12:00:00,Pune,highway,12,Monday,1642,54.73,77.8,medium
2024-01-01 12:00:00,Pune,arterial,12,Monday,1981,99.05,25.0,high
2024-01-01 12:00:00,Pune,commercial,12,Monday,1295,100.0,10.0,high
2024-01-01 12:00:00,Pune,residential,12,Monday,569,71.12,28.9,high
2024-01-01 12:00:00,Thane,highway,12,Monday,1631,54.37,76.5,medium
2024-01-01 12:00:00,Thane,arterial,12,Monday,1483,74.15,29.3,high
2024-01-01 12:00:00,Thane,commercial,12,Monday,909,75.75,18.2,high
2024-01-01 12:00:00,Thane,residential,12,Monday,405,50.62,37.5,medium
2024-01-01 13:00:00,Aurangabad,highway,13,Monday,1364,45.47,78.4,medium
2024-01-01 13:00:00,Aurangabad,arterial,13,Monday,1044,52.2,38.5,medium
2024-01-01 13:00:00,Aurangabad,commercial,13,Monday,836,69.67,21.3,medium
2024-01-01 13:00:00,Aurangabad,residential,13,Monday,205,25.62,45.4,low
2024-01-01 13:00:00,Mumbai,highway,13,Monday,1329,44.3,79.2,medium
2024-01-01 13:00:00,Mumbai,arterial,13,Monday,1114,55.7,33.8,medium
2024-01-01 13:00:00,Mumbai,commercial,13,Monday,941,78.42,16.6,high
2024-01-01 13:00:00,Mumbai,residential,13,Monday,262,32.75,37.6,low
2024-01-01 13:00:00,Nagpur,highway,13,Monday,1135,37.83,86.6,low
2024-01-01 13:00:00,Nagpur,arterial,13,Monday,1132,56.6,33.7,medium
2024-01-01 13:00:00,Nagpur,commercial,13,Monday,812,67.67,19.2,medium
2024-01-01 13:00:00,Nagpur,residential,13,Monday,182,22.75,43.1,low
2024-01-01 13:00:00,Nashik,highway,13,Monday,1330,44.33,81.4,medium
2024-01-01 13:00:00,Nashik,arterial,13,Monday,1565,78.25,29.2,high
2024-01-01 13:00:00,Nashik,commercial,13,Monday,903,75.25,15.2,high
2024-01-01 13:00:00,Nashik,residential,13,Monday,373,46.62,36.1,medium
2024-01-01 13:00:00,Pune,highway,13,Monday,1846,61.53,71.4,medium
2024-01-01 13:00:00,Pune,arterial,13,Monday,1750,87.5,25.0,high
2024-01-01 13:00:00,Pune,commercial,13,Monday,1096,91.33,11.5,high
2024-01-01 13:00:00,Pune,residential,13,Monday,421,52.62,33.1,medium
2024-01-01 13:00:00,Thane,highway,13,Monday,1383,46.1,79.4,medium
2024-01-01 13:00:00,Thane,arterial,13,Monday,1273,63.65,36.6,medium
2024-01-01 13:00:00,Thane,commercial,13,Monday,670,55.83,25.4,medium
2024-01-01 13:00:00,Thane,residential,13,Monday,354,44.25,32.6,medium
2024-01-01 14:00:00,Aurangabad,highway,14,Monday,1022,34.07,84.4,low
2024-01-01 14:00:00,Aurangabad,arterial,14,Monday,896,44.8,40.5,medium
2024-01-01 14:00:00,Aurangabad,commercial,14,Monday,665,55.42,26.9,medium
2024-01-01 14:00:00,Aurangabad,residential,14,Monday,243,30.38,43.4,low
2024-01-01 14:00:00,Mumbai,highway,14,Monday,1303,43.43,78.2,medium
2024-01-01 14:00:00,Mumbai,arterial,14,Monday,1057,52.85,39.4,medium
2024-01-01 14:00:00,Mumbai,commercial,14,Monday,687,57.25,24.3,medium
2024-01-01 14:00:00,Mumbai,residential,14,Monday,264,33.0,39.4,low
